"V1","V2","z"
-0.704725781456768,-2.29707949691833,1
1.13097899620344,-2.74973380674752,1
1.92931459437757,-1.33811465871509,1
-1.53203825194228,-1.33362257162654,1
-1.64897986379165,-1.38881040821516,1
-3.00988591781656,-1.89798350914135,1
1.04283250867127,-4.89303568709276,1
-0.155027480273366,-4.35150963203231,1
-1.61032964991761,-1.56464412803067,1
-0.619072794782324,-1.25486956364297,1
-2.02010310457139,-2.86977619002494,1
-1.10373459469078,-5.79559460138342,1
-2.79251952804821,-1.97856358397805,1
-0.495438612064457,-4.38024915160312,1
1.48751410499293,-1.86966122339582,1
-2.55810440608321,-0.53058606411523,1
3.53104312176045,-3.97948911869394,1
0.38121800236753,-2.74135029158854,1
-0.447674457104558,-2.70707332269999,1
-0.482625383417916,-3.62105210596529,1
-0.307460407233986,-1.71445949662701,1
0.972226883889242,-0.859661913627507,1
-1.48177102900261,-4.33115574237271,1
-3.15762507817204,-1.80049100534781,1
-2.90679557409806,-0.390344121817827,1
-1.95717918037683,-2.15693464537814,1
-2.27351192626298,0.396065741054446,1
-0.0948208077499929,-4.81917292685652,1
-1.19580809548997,-1.70286976839106,1
1.25946869045403,-2.55523638510375,1
-2.10184158063556,0.093480344313698,1
-2.35711606671173,-2.27856813945954,1
-1.52526993939243,-2.5457371520106,1
-2.49396957777052,-0.0492949295341139,1
0.611158489714731,-5.16451730246402,1
-1.85523199918958,-2.757409422519,1
-2.2942587095762,-2.0965747484516,1
-3.84417689728727,-0.0622613410427419,1
-1.73556530361595,-0.497973583670985,1
-1.68893984608707,-1.47315400820477,1
-0.277560599174467,-3.823978437244,1
-0.566719927464308,-1.11286982089906,1
1.02462862447507,-6.17347794500132,1
-0.346512974330381,-1.93837300049263,1
-1.33333880401153,-3.24375039785824,1
-0.654128407792862,-3.15168481205039,1
-1.35811798119873,-1.98596584032024,1
-0.697745593563412,-3.31817496223851,1
0.782056458954141,-2.56547072753079,1
-2.59502341509236,-0.270952400315466,1
-0.186347231532252,-2.43398767658589,1
-1.06445300231858,-3.63333623674578,1
-2.41761591075617,-3.86147719827697,1
-2.41241664411139,0.167268841731338,1
1.61121665293731,-1.65377902845758,1
-1.65149870820325,-2.55657481560961,1
-2.89403862220765,-2.8091462040691,1
-3.52395398054846,1.91122803041068,1
0.169870384754109,-2.2422868584479,1
-4.64768174702686,0.627441854347323,1
-2.84771757805879,-0.42522063226008,1
-0.632451037986235,-1.93016283514487,1
1.03126093027707,-3.99173542029886,1
-0.83268774644456,-3.06640336002614,1
1.77413212760026,-5.55493128200528,1
-2.69485476639397,2.13980557571159,1
-0.97668334808597,-2.26435682115118,1
1.30103044793164,-2.71759585383534,1
-2.9794816448467,-1.22638048012409,1
2.8456164222635,-5.66440209827071,1
-4.42432679039387,0.620477493109066,1
-4.15177640367242,-0.386413706271819,1
1.86366917752558,-5.19140629984161,1
-2.85537935048566,-3.18778062795922,1
-0.220926873335343,-1.10485698278551,1
-2.52323191727343,-0.684525054333143,1
1.17291691214575,-2.52538682879246,1
-4.81374760452053,-3.30673196589291,1
-2.13550904815322,-0.305684252202358,1
-0.403975759200715,-2.26903218983519,1
-1.87997092841531,-2.81912341578501,1
-3.0947129377458,-2.82145245137148,1
1.40404854508949,-4.11774940425953,1
-1.67663177592657,-3.62873221701375,1
-3.1461111112631,0.717216217100558,1
-0.717132797117445,-2.72369802606169,1
0.338505555596875,-2.40055019924249,1
0.599113160957486,-2.72923848011877,1
0.362096094951793,-3.4635087919149,1
2.17230897995455,-4.48249738814719,1
-4.13687137061881,0.708073424907544,1
-1.74033097621231,0.405579154807112,1
0.540335869419744,-1.134976428349,1
-2.95421389086309,0.0795524144877837,1
-0.0540569808321799,-2.10948543921283,1
1.56556802751139,1.34287966690843,1
-2.53845820593054,-2.226646923335,1
1.57821617392917,-3.42422560125355,1
-1.1255216175827,-0.557518749349636,1
-2.81240198399416,2.48907863399237,1
-1.09002890960658,-0.754497859751542,1
-0.163809393279359,-3.81265261550954,1
1.34004285046551,-3.9520460235387,1
0.596276365474774,-3.66656281343562,1
-2.74407347629682,0.042865609120625,1
1.80848380274601,-4.12515273686984,1
0.802007700815839,-2.3826463359384,1
-2.30684703814852,-3.87416756402807,1
0.506264435990172,-3.0042635010755,1
1.28967946935409,-6.22802200506514,1
1.83682558309592,-2.63624595945212,1
-2.64624862784209,0.640046159460713,1
-2.46457980225567,1.13216749356442,1
2.69817550869908,-2.98885604782275,1
-1.72857091262171,-3.67646503177318,1
-2.44408743356017,0.265588579504123,1
0.790984074273686,-0.759420346315563,1
1.49095664713264,-5.89650836980171,1
-1.49546438446558,0.57856070302795,1
